DATETIME,ISIN,SHARE_NAME,SHARE_EXCHANGE,SHARE_BID_EUR,SHARE_ASK_EUR,ASSET_NAME,ASSET_AMOUNT,ASSET_EXCHANGE,ASSET_BID_EUR,ASSET_ASK_EUR,ASSET_LOCAL_HIGH_EUR
"2026-01-02 16:15",GB00BLD4ZM24,"CoinShares Physical Staked Ethereum",,,,,ETH,,,2610,2613,4000
