ISIN,DATE,TIME,SHARE_BID_EUR,SHARE_ASK_EUR,ASSET_BID_EUR,ASSET_ASK_EUR,ASSET_LOCAL_HIGH_EUR
GB00BLD4ZM24,"2026-01-02","16:15",,,2610,2613,4000
